gene_name,0x58_rep2_state1,0x58_rep3_state1,0x58_rep2_state2,0x58_rep3_state2,0x58_rep2_state3,0x58_rep3_state3,0x58_rep2_state4,0x58_rep3_state4,0x58_rep2_state5,0x58_rep3_state5,0x58_rep2_state6,0x58_rep3_state6,0x58_rep2_state7,0x58_rep3_state7,0x58_rep2_state8,0x58_rep3_state8,0x58modified_state3,Control_rep1,Control_rep2
fruR_locusTag_ECDH10B_0062,1,12,5,4,1,5,0,9,6,7,4,2,12,8,7,8,2,3,15
frvB_locusTag_ECDH10B_4089,6,21,6,9,7,6,3,14,18,12,13,5,10,6,23,4,1,6,19
frvR_locusTag_ECDH10B_4087,4,30,0,11,7,20,6,30,13,9,12,7,2,8,16,13,0,13,18
frvX_locusTag_ECDH10B_4088,12,50,7,23,18,17,9,55,22,18,19,18,10,14,25,24,0,10,34
frwB_locusTag_ECDH10B_4138,0,5,0,2,1,3,0,7,6,6,4,4,5,16,2,4,0,1,5
frwC_locusTag_ECDH10B_4137,4,31,5,12,4,11,1,35,12,26,11,25,7,21,18,23,0,8,39
frwD_locusTag_ECDH10B_4141,3,5,3,5,2,5,1,11,3,7,0,6,3,5,1,6,1,1,4
fsaA_locusTag_ECDH10B_0894,8,55,7,27,23,21,10,78,35,38,22,25,12,22,30,28,1,22,98
fsaB_locusTag_ECDH10B_4135,6,56,7,31,7,15,5,37,125,263,118,278,83,266,116,305,25,9,72
fsr_locusTag_ECDH10B_0435,53,261,53,143,175,209,85,447,266,186,249,161,106,156,388,171,8,44,165
ftn_locusTag_ECDH10B_2046,71,1123,74,575,116,143,49,428,136,110,99,90,30,59,127,89,60,102,1057
ftsA_locusTag_ECDH10B_0076,603,1659,517,1025,910,733,486,2278,1715,1064,1490,800,793,710,2041,984,4,680,1680
ftsB_locusTag_ECDH10B_2916,44,106,30,46,72,35,20,129,60,39,59,40,51,35,75,35,24,48,125
ftsE_locusTag_ECDH10B_3637,234,708,163,385,246,232,132,606,312,230,294,191,125,136,318,163,36,234,590
ftsI_locusTag_ECDH10B_0066,163,749,154,443,346,340,188,872,611,524,537,452,304,329,922,498,255,156,638
ftsK_locusTag_ECDH10B_0960,1177,3828,968,2041,2272,2027,1137,4657,3957,2373,2930,1641,1483,1558,4271,1804,2,1074,3297
ftsL_locusTag_ECDH10B_0065,17,71,22,47,31,45,22,96,70,52,99,61,37,47,125,60,204,16,77
ftsN_locusTag_ECDH10B_4122,826,3683,755,1909,1229,1616,896,3673,2715,1652,1926,1327,887,1417,2687,1614,51,840,2823
ftsQ_locusTag_ECDH10B_0075,248,574,216,379,446,293,192,838,787,540,711,305,398,340,929,376,39,325,771
ftsW_locusTag_ECDH10B_0071,256,340,247,171,400,169,203,401,760,249,701,175,386,181,1022,263,64,268,355
ftsX_locusTag_ECDH10B_3636,826,2425,542,1009,727,707,445,1785,1021,779,849,620,388,496,987,495,101,669,1785
ftsY_locusTag_ECDH10B_3638,1137,4815,1056,2551,1281,1292,677,3388,1658,1340,1268,904,658,749,1499,866,274,1457,3332
ftsZ_locusTag_ECDH10B_0077,1949,6450,1693,3651,4064,3579,1891,9666,5862,4079,4974,3509,3080,3481,7794,4621,1,2511,8424
fucA_locusTag_ECDH10B_2969,5,23,8,16,4,7,0,32,8,11,10,10,4,13,16,21,6,4,24
fucI_locusTag_ECDH10B_2971,37,295,40,145,78,121,31,264,101,134,98,156,52,202,174,185,6,68,407
fucK_locusTag_ECDH10B_2972,30,239,27,116,49,68,19,166,79,86,40,61,17,63,57,77,3,21,189
fucO_locusTag_ECDH10B_2968,29,285,13,196,30,141,19,411,63,291,61,209,60,202,123,362,1,74,624
fucP_locusTag_ECDH10B_2970,12,190,13,77,28,69,17,163,58,62,36,41,13,42,66,88,26,27,169
fucR_locusTag_ECDH10B_2974,86,602,63,372,157,392,93,1143,364,488,285,378,178,420,581,596,2,143,817
fucU_locusTag_ECDH10B_2973,6,70,9,44,21,34,15,88,37,42,22,41,12,38,52,23,313,10,88
fumA_locusTag_ECDH10B_1745,1392,6109,1171,3025,2409,3252,1335,7536,2796,2693,2325,1919,1046,1519,2824,1982,9,2106,6006
fumB_locusTag_ECDH10B_4314,26,555,35,342,39,88,32,251,172,143,124,85,53,78,169,88,50,80,849
fumC_locusTag_ECDH10B_1744,230,1174,183,458,597,691,272,1415,765,563,644,496,335,386,788,356,303,244,829
fur_locusTag_ECDH10B_0748,1019,4491,877,2060,2205,1927,1259,4711,3410,2229,2933,1472,1039,1684,3772,1976,6855,916,2386
fusA_locusTag_ECDH10B_3515,53632,135939,55802,66107,76723,52662,40326,126787,123212,56395,90869,47955,40084,39096,124728,45328,7,58861,121363
fxsA_locusTag_ECDH10B_4333,36,881,34,413,55,243,28,879,177,536,110,355,99,478,361,650,5,64,802
gabP_locusTag_ECDH10B_2830,26,43,27,22,93,51,38,101,57,19,62,23,41,21,91,25,31,26,62
gabT_locusTag_ECDH10B_2829,82,218,115,150,388,246,235,691,269,110,328,157,194,221,498,177,2,167,346
gadA_locusTag_ECDH10B_3694,8,61,22,93,13,24,17,113,17,11,9,14,2,9,12,8,4,17,91
gadB_locusTag_ECDH10B_1624,21,89,29,90,36,35,21,99,19,25,15,8,19,6,31,9,3,26,92
gadC_locusTag_ECDH10B_1623,15,68,39,62,23,18,13,79,23,11,26,15,8,12,18,15,13,31,67
gadE_locusTag_ECDH10B_3688,45,192,103,481,48,93,38,407,20,16,47,13,9,13,42,16,8,108,510
gadW_locusTag_ECDH10B_3691,59,337,67,212,83,174,59,381,90,65,92,47,29,59,69,62,2,63,273
gadX_locusTag_ECDH10B_3693,74,412,48,173,22,49,17,101,66,75,60,35,25,45,57,47,2,70,589
gadY_locusTag_ECDH10B_3692,10,34,5,19,5,8,4,18,6,6,11,3,1,2,17,7,48,6,18
galE_locusTag_ECDH10B_0827,310,2537,152,842,649,842,168,1328,12362,11608,5644,5436,4512,9021,10256,6425,153,597,2977
galF_locusTag_ECDH10B_2192,1345,4772,942,2576,1928,2014,1086,5614,3211,2382,2843,1975,1136,1761,4071,1873,8,1248,4117
galK_locusTag_ECDH10B_0825,138,592,95,202,104,125,28,221,2476,1763,869,609,797,1216,976,692,35,146,529
galM_locusTag_ECDH10B_0823,265,1078,214,586,321,458,165,975,1031,590,572,341,205,424,663,380,20,355,1011
galR_locusTag_ECDH10B_3009,70,398,78,264,161,230,85,511,363,276,262,216,166,243,536,309,18,94,449
galS_locusTag_ECDH10B_2308,53,555,45,220,112,324,55,755,481,1026,311,618,231,709,652,998,21,114,572
galT_locusTag_ECDH10B_0826,155,908,94,343,225,294,75,553,5419,3601,2838,1722,2986,3724,5460,2416,118,289,1142
galU_locusTag_ECDH10B_1296,825,2737,650,1345,1286,1254,637,3197,2236,1553,1643,1167,845,986,2474,1447,2613,734,2197
gapA_locusTag_ECDH10B_1917,16418,75435,12335,37100,38684,38981,16173,91663,51398,37513,41313,37091,16447,34779,69819,41682,204,20323,86353
gapC_locusTag_ECDH10B_1543,695,2033,708,1235,1607,1212,769,2833,2055,1151,1935,979,911,948,2977,1369,4,883,2578
garD_locusTag_ECDH10B_3301,50,298,30,213,58,229,39,465,50,92,48,80,22,57,49,70,1,57,631
garK_locusTag_ECDH10B_3297,62,162,48,120,78,108,34,182,69,46,53,24,17,36,53,42,0,58,189
garL_locusTag_ECDH10B_3299,41,110,26,92,56,112,25,196,26,32,27,23,2,17,18,13,0,38,213
garP_locusTag_ECDH10B_3300,34,100,27,93,64,125,22,259,34,41,35,54,8,28,18,29,2,68,283
garR_locusTag_ECDH10B_3298,39,191,61,147,124,169,43,267,48,55,38,40,17,33,44,33,75,66,238
gatA_locusTag_ECDH10B_2247,355,1494,362,684,631,490,268,1175,1009,629,795,521,377,504,963,940,1,249,1087
gatB_locusTag_ECDH10B_2246,17,104,10,33,37,44,14,83,26,38,20,37,3,35,11,13,34,7,55
gatC_locusTag_ECDH10B_2245,339,2735,259,1514,642,1488,382,3025,603,1445,266,942,109,680,257,745,28,189,1772
gatD_locusTag_ECDH10B_2244,102,1267,100,665,278,620,158,1061,203,510,150,291,27,248,138,234,934,96,545
gatY_locusTag_ECDH10B_2249,2886,24218,3487,13509,8253,13435,4903,34701,10622,16921,11050,12853,6270,13430,20001,23253,43,6192,28618
gcd_locusTag_ECDH10B_0104,348,569,307,235,394,216,187,490,442,147,371,105,127,94,514,117,4,282,424
gcl_locusTag_ECDH10B_0463,14,76,10,24,30,22,13,53,31,24,29,17,14,26,48,13,18,19,53
gcvA_locusTag_ECDH10B_2977,81,371,62,192,145,174,77,522,271,310,230,203,89,197,334,307,38,135,429
gcvB_locusTag_ECDH10B_2978,214,1046,169,413,268,309,122,802,520,440,71,166,149,241,590,457,64,124,568
gcvH_locusTag_ECDH10B_3078,592,2436,549,1493,828,906,424,2455,666,583,619,486,258,350,657,434,190,892,2499
gcvP_locusTag_ECDH10B_3077,1112,4247,1118,2341,1714,1676,903,3677,1695,987,1531,854,575,683,1867,789,71,2015,4770
gcvR_locusTag_ECDH10B_2645,208,1149,248,587,405,503,225,1104,660,412,637,315,286,345,861,466,390,231,777
gdhA_locusTag_ECDH10B_1899,973,3396,1097,2529,3951,3443,2368,8414,6225,2957,5551,2710,2995,2404,8212,2836,5,954,3206
gfcA_locusTag_ECDH10B_1057,25,62,18,36,26,21,8,47,33,27,15,10,6,7,27,18,0,16,58
gfcB_locusTag_ECDH10B_1056,1,10,2,1,0,1,0,5,3,1,0,4,0,0,2,4,0,0,3
gfcC_locusTag_ECDH10B_1055,3,2,3,0,1,0,1,0,1,0,1,0,2,1,0,4,2,0,4
gfcD_locusTag_ECDH10B_1054,3,24,5,9,8,12,5,22,16,6,7,6,2,9,21,3,1,5,22
gfcE_locusTag_ECDH10B_1053,8,24,6,13,11,12,4,19,18,5,19,14,8,9,24,6,12,10,19
ggt_locusTag_ECDH10B_3621,83,275,93,172,159,147,83,392,125,70,137,72,61,76,171,85,277,147,362
gidA_locusTag_ECDH10B_3928,1971,6991,1817,3653,3047,2848,1622,6697,6011,3271,4300,2327,2188,2319,6150,2773,33,1914,4866
gidB_locusTag_ECDH10B_3927,228,609,207,252,296,211,165,463,702,324,552,220,210,214,778,227,5,162,417
glcA_locusTag_ECDH10B_3151,20,75,13,33,10,25,11,66,43,33,32,22,17,18,59,12,15,20,59
glcB_locusTag_ECDH10B_3152,103,487,106,308,254,289,136,669,303,262,275,225,138,247,404,289,30,168,553
glcC_locusTag_ECDH10B_3157,87,370,85,144,187,223,96,541,271,165,159,175,101,122,325,204,2,74,274
glcD_locusTag_ECDH10B_3156,12,27,6,34,28,22,5,54,20,22,26,14,12,17,44,23,2,19,75
glcE_locusTag_ECDH10B_3155,2,16,3,7,6,8,3,28,8,10,21,5,5,5,19,3,3,2,18
glcF_locusTag_ECDH10B_3154,12,90,15,47,34,55,17,150,72,62,44,35,28,43,98,71,3,43,149
glcG_locusTag_ECDH10B_3153,12,34,9,12,17,14,7,39,19,17,18,13,21,15,23,12,2,7,44
gldA_locusTag_ECDH10B_4134,31,963,21,556,81,184,22,543,341,618,278,646,126,519,359,639,52,128,1764
glf_locusTag_ECDH10B_2186,566,1200,433,579,978,511,308,1387,1495,507,1037,470,429,484,1381,546,47,607,1335
glgA_locusTag_ECDH10B_3603,274,1214,274,630,556,565,274,1368,645,460,541,419,330,395,896,457,133,316,1193
glgB_locusTag_ECDH10B_3606,540,2837,449,1620,1395,1510,655,3831,1460,990,1275,876,628,847,2217,1170,55,670,2909
glgC_locusTag_ECDH10B_3604,205,1240,191,727,519,542,248,1580,555,539,573,463,328,520,938,598,91,329,1578
glgP_locusTag_ECDH10B_3602,487,2416,416,1271,907,1154,461,2405,1208,914,1106,848,676,810,1584,928,6,495,1848
glgS_locusTag_ECDH10B_3223,22,234,19,117,38,104,24,318,55,73,41,85,10,74,57,70,33,19,353
glgX_locusTag_ECDH10B_3605,207,975,190,622,445,462,235,1119,550,282,445,245,279,230,739,329,46,227,978
glk_locusTag_ECDH10B_2553,407,2281,348,1276,939,1250,499,2958,1404,1392,1220,1200,529,1191,1626,1222,152,454,2339
glmM_locusTag_ECDH10B_3350,1586,5649,1247,2923,2288,2334,1134,6085,3396,2617,2595,1868,1316,1550,3411,2035,239,2080,5876
glmU_locusTag_ECDH10B_3917,3175,11451,3270,7390,3559,3521,2296,10859,6298,4327,4662,3239,1775,2146,6291,3078,517,3506,9340
glnA_locusTag_ECDH10B_4060,1595,10303,1310,5146,4250,5782,2028,13331,5108,4532,4944,4416,2133,3856,6360,4167,27,1727,9258
glnB_locusTag_ECDH10B_2720,119,569,84,321,217,286,123,1033,383,309,358,279,182,230,471,281,57,139,503
glnD_locusTag_ECDH10B_0146,298,1304,263,762,463,738,321,1909,1002,822,788,643,382,592,1153,862,35,314,1410
glnE_locusTag_ECDH10B_3228,315,1353,208,667,459,502,194,1197,886,634,684,464,400,403,1011,454,20,366,1275
glnG_locusTag_ECDH10B_4058,145,742,120,404,250,330,122,760,386,306,270,243,77,179,410,275,64,148,629
glnH_locusTag_ECDH10B_0879,278,1254,219,663,780,1181,453,2845,793,877,909,955,503,929,1453,961,0,299,1049
glnK_locusTag_ECDH10B_0406,0,1,1,3,2,0,1,2,0,1,1,2,0,0,0,2,16,0,0
glnL_locusTag_ECDH10B_4059,110,441,72,212,215,161,102,364,220,195,234,154,96,113,236,147,23,76,328
glnP_locusTag_ECDH10B_0878,99,420,84,205,297,413,160,853,371,266,377,303,164,264,504,268,30,93,312
glnQ_locusTag_ECDH10B_0877,134,535,104,305,469,561,255,1048,580,384,512,288,263,343,699,344,254,150,372
glnS_locusTag_ECDH10B_0745,2103,6764,1682,3456,3196,2731,1799,5918,4779,2455,3661,1954,1647,1665,4995,1875,0,2296,4825
glnU_locusTag_ECDH10B_0736,1,1,1,1,3,0,0,1,3,1,0,2,0,0,4,0,0,0,1
glnV_locusTag_ECDH10B_0733,2,0,0,0,0,0,1,0,0,0,1,1,0,0,2,0,0,0,0
glnW_locusTag_ECDH10B_0735,3,0,0,1,1,0,2,0,4,0,2,0,0,0,1,0,0,2,1
glnX_locusTag_ECDH10B_0732,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,25,0,0
gloA_locusTag_ECDH10B_1785,136,743,144,430,314,377,154,1071,537,355,466,288,330,335,814,323,6,285,679
gloB_locusTag_ECDH10B_0193,89,246,64,112,145,95,45,285,192,98,147,83,93,93,200,114,104,78,260
glpA_locusTag_ECDH10B_2400,300,7441,330,4451,1007,3172,518,8959,1610,3495,1401,3022,878,3095,3346,5568,45,2763,19891
glpB_locusTag_ECDH10B_2401,165,2822,164,1827,361,1127,234,2778,931,1584,877,1528,511,1730,1201,2226,34,534,7150
glpC_locusTag_ECDH10B_2402,284,5692,239,3374,591,1990,304,5326,709,1937,482,1529,182,1299,356,1360,1605,268,6152
glpD_locusTag_ECDH10B_3600,7473,34059,6542,18726,14227,18347,9162,48472,21359,21808,20440,16635,11321,16692,36136,24533,18,12806,38478
glpE_locusTag_ECDH10B_3599,169,292,144,133,165,69,61,184,168,93,124,44,59,59,134,47,312,124,223
glpF_locusTag_ECDH10B_4116,1452,9644,1244,4724,4162,5575,2101,12751,4064,5145,4962,5152,2209,5384,6701,5681,28,2079,6705
glpG_locusTag_ECDH10B_3598,395,801,361,411,313,264,127,538,440,237,343,211,162,105,410,138,1010,362,483
glpK_locusTag_ECDH10B_4115,4164,18882,3207,9802,10562,13927,5643,27244,14009,12003,12880,12471,5833,12352,17084,14233,259,4837,19371
glpQ_locusTag_ECDH10B_2398,1801,13185,1233,7656,3096,5440,1288,13328,4276,7752,3333,6581,1665,6078,3686,9228,59,1910,14156
glpR_locusTag_ECDH10B_3597,343,1336,360,752,272,473,210,1036,670,363,494,269,193,279,520,293,290,352,938
glpT_locusTag_ECDH10B_2399,2034,16699,1621,9746,3886,9399,1946,24617,4667,11032,4340,8852,2464,9051,6474,11903,142,4642,22569
glpX_locusTag_ECDH10B_4114,637,2334,499,1296,1235,894,534,2255,1887,1139,1224,781,537,669,1468,731,695,917,2597
gltA_locusTag_ECDH10B_0787,2963,7953,2806,4225,7141,4556,3680,11154,7251,3600,6760,3004,2536,3033,8306,3055,406,3140,7339
gltB_locusTag_ECDH10B_3387,1776,7828,1513,4364,3716,3948,2101,8968,5158,2718,4257,2041,1861,1720,5812,2031,88,1700,6641
gltD_locusTag_ECDH10B_3388,576,1194,485,555,1104,595,597,1657,1579,596,1296,474,755,418,2017,635,5,585,1505
gltF_locusTag_ECDH10B_3389,51,139,32,60,60,25,19,89,111,50,76,29,39,36,105,51,0,44,114
gltI_locusTag_ECDH10B_0616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gltI_locusTag_ECDH10B_0724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gltJ_locusTag_ECDH10B_0615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gltJ_locusTag_ECDH10B_0723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gltK_locusTag_ECDH10B_0614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gltK_locusTag_ECDH10B_0722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gltL_locusTag_ECDH10B_0613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gltL_locusTag_ECDH10B_0721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,0,0
gltP_locusTag_ECDH10B_4268,1723,5365,1368,2693,3573,3088,1985,6957,4848,2944,4146,2265,1616,1668,4615,2159,55,1653,5281
gltS_locusTag_ECDH10B_3835,484,1552,409,734,565,617,282,1519,815,693,577,574,296,525,940,602,49,550,1469
gltT_locusTag_ECDH10B_4158,650,1575,365,423,604,425,509,736,812,341,779,284,235,311,581,295,12,412,496
gltU_locusTag_ECDH10B_3946,383,549,106,96,201,59,100,105,237,97,168,57,63,75,185,47,2,53,67
gltV_locusTag_ECDH10B_4197,138,175,46,29,110,19,38,39,105,38,94,11,30,22,71,13,36,28,24
gltW_locusTag_ECDH10B_2758,495,989,328,229,460,249,274,463,646,214,479,157,175,185,333,148,252,221,269
gltX_locusTag_ECDH10B_2564,2452,8123,2057,4350,3040,2796,1772,7314,5169,3601,4274,2594,2010,2482,6263,2796,1,2791,6504
glvC_locusTag_ECDH10B_3869,2,19,2,9,7,6,7,16,8,12,14,6,3,10,18,11,1,9,19
glvG_locusTag_ECDH10B_3868,21,60,8,32,18,23,2,38,18,18,12,11,8,5,26,19,1,23,55
glxK_locusTag_ECDH10B_0470,13,31,15,22,24,29,11,43,21,17,12,9,20,14,23,13,1,9,45
glxR_locusTag_ECDH10B_0465,1,5,0,3,2,6,2,8,5,2,9,5,7,6,14,6,423,0,15
glyA_locusTag_ECDH10B_2718,2942,17002,2762,8556,5904,8987,3184,20304,9337,8805,8062,8960,3756,8644,12845,10407,610,3821,15372
glyS_locusTag_ECDH10B_3739,4046,14813,3309,7955,7977,6024,4140,15425,11640,6693,9073,5398,4433,4275,13238,4707,2,5019,12765
glyT_locusTag_ECDH10B_4166,23,46,23,22,22,23,9,36,49,24,34,4,6,11,31,15,0,16,30
glyU_locusTag_ECDH10B_3039,5,7,0,5,0,4,3,11,8,8,0,0,2,2,15,8,3,3,20
glyV_locusTag_ECDH10B_4358,12,55,15,22,15,18,6,30,31,14,12,15,9,10,21,10,1,17,48
glyW_locusTag_ECDH10B_2052,2,8,3,4,4,4,4,9,9,6,6,2,3,4,4,7,2,7,6
glyX_locusTag_ECDH10B_4359,13,78,17,21,15,25,7,43,41,20,28,20,8,12,34,29,4,7,57
glyY_locusTag_ECDH10B_4360,21,96,11,40,13,31,5,42,41,14,21,19,14,16,42,33,25,8,78
gmd_locusTag_ECDH10B_2203,3,32,8,23,76,81,77,278,46,19,100,43,28,38,177,91,73,7,21
gmhA_locusTag_ECDH10B_0204,618,2972,518,1592,1085,1241,479,3371,1282,1392,910,1036,498,880,1330,924,37,592,3047
gmhB_locusTag_ECDH10B_0181,311,1171,256,639,528,513,340,1392,953,663,799,524,342,522,1064,662,132,346,1298
gmk_locusTag_ECDH10B_3830,954,2467,852,1139,1168,847,664,2306,2803,921,1553,715,621,687,2395,925,4,761,1665
gmr_locusTag_ECDH10B_1402,45,173,56,100,101,104,53,264,109,63,97,53,42,48,107,39,403,61,131
gnd_locusTag_ECDH10B_2177,5199,19424,3699,11082,5217,5281,2458,13385,8013,5784,5850,4359,2196,3847,7637,4613,1,6060,22150
gnsA_locusTag_ECDH10B_1063,4,28,1,16,1,14,8,13,19,18,13,16,8,14,18,19,29,7,20
gnsB_locusTag_ECDH10B_1682,128,436,92,208,249,160,150,460,383,149,440,178,89,152,516,148,2,125,332
gntK_locusTag_ECDH10B_3610,11,80,17,55,22,39,7,107,32,34,32,38,8,30,38,59,68,27,65
gntR_locusTag_ECDH10B_3611,349,1296,310,607,435,488,219,1283,779,548,557,375,301,396,981,551,9,500,1207
gntT_locusTag_ECDH10B_3590,98,363,62,152,150,168,81,337,271,229,210,143,93,177,286,236,1,111,327
gntU_locusTag_ECDH10B_3609,46,122,26,59,43,37,20,85,93,33,57,19,13,27,60,22,27,38,89
gntX_locusTag_ECDH10B_3588,148,609,147,334,202,309,115,625,358,253,298,248,143,169,405,220,139,190,523
gntY_locusTag_ECDH10B_3589,805,2960,616,1397,1519,1328,1024,2860,2466,1688,2185,1055,794,1150,3022,1506,95,899,2524
gor_locusTag_ECDH10B_3676,771,3256,667,1738,1273,1640,612,4000,2244,1850,1732,1417,900,1309,2179,1759,24,909,3176
gph_locusTag_ECDH10B_3560,99,544,114,294,179,263,98,599,288,197,228,139,124,138,324,194,239,155,623
gpmA_locusTag_ECDH10B_0822,1569,6654,1446,3277,4351,4112,2496,11009,3787,3862,3997,3396,1595,3340,5493,3994,428,1932,6522
gpmI_locusTag_ECDH10B_3794,2407,19344,2148,10846,4877,6788,2663,17910,7531,7627,5903,5550,2608,5568,8966,6802,226,5219,27948
gpp_locusTag_ECDH10B_3968,1474,3673,1176,1628,1910,1220,910,3049,2419,1049,1776,691,716,637,1982,619,164,1110,2237
gpsA_locusTag_ECDH10B_3790,1230,4182,1141,1947,1911,1618,1155,3772,2906,1459,1981,1074,1061,848,2950,1116,62,1468,3353
gpt_locusTag_ECDH10B_0220,565,1971,445,810,925,625,427,1470,1465,703,942,512,492,618,1178,494,80,544,849
greA_locusTag_ECDH10B_3355,625,2063,495,999,897,742,471,1757,1363,787,1067,639,407,526,1178,494,8,444,1479
greB_locusTag_ECDH10B_3581,33,362,47,176,112,151,50,409,196,181,160,144,67,157,238,189,364,72,340
groEL_locusTag_ECDH10B_4336,3453,35390,2565,19418,7447,13987,3376,33446,12742,18279,10757,17063,6953,18510,20725,21772,45,4231,31196
groES_locusTag_ECDH10B_4335,384,5266,266,2568,694,1960,400,4836,1251,2728,1275,2289,755,2489,1884,2985,125,541,3697
grpE_locusTag_ECDH10B_2780,1002,8014,984,4243,1405,3012,838,7091,2619,3526,2035,2452,1556,2952,3941,4019,2,1131,6887
grxA_locusTag_ECDH10B_0919,7,35,1,19,17,23,7,55,61,30,53,16,22,42,80,37,40,13,38
grxB_locusTag_ECDH10B_1135,139,976,173,599,531,594,241,1729,601,701,756,650,377,699,1522,924,6,193,1355
grxC_locusTag_ECDH10B_3792,127,441,121,278,258,259,83,575,322,185,281,215,125,152,365,223,158,181,533
grxD_locusTag_ECDH10B_1788,575,2279,538,1114,1073,883,593,2513,1436,1025,1152,593,427,755,1575,909,198,502,1555
gshA_locusTag_ECDH10B_2856,1225,4675,1106,2395,2259,2080,1361,5206,3419,2269,2832,1869,1280,1596,3557,1647,68,1333,3714
gshB_locusTag_ECDH10B_3122,415,1707,251,921,871,848,428,2304,1136,817,940,736,487,621,1347,815,19,405,1736
gsiA_locusTag_ECDH10B_0898,98,439,71,230,159,161,100,402,223,158,203,128,104,132,284,139,12,87,377
gsiB_locusTag_ECDH10B_0899,50,392,40,211,141,143,66,451,204,148,194,127,110,109,291,102,3,67,281
gsiC_locusTag_ECDH10B_0900,26,91,10,37,48,43,17,99,49,44,48,23,32,29,94,25,0,22,78
gsiD_locusTag_ECDH10B_0901,10,34,8,17,26,22,12,41,38,15,36,6,17,10,54,23,66,12,19
gsk_locusTag_ECDH10B_0433,500,1169,380,629,747,533,472,1233,1309,561,1076,449,420,440,1195,413,3,340,727
gspA_locusTag_ECDH10B_3498,13,34,13,27,8,9,5,22,22,9,20,10,2,8,12,3,0,11,25
gspC_locusTag_ECDH10B_3499,8,30,10,16,4,4,3,3,9,2,5,4,2,3,3,4,3,7,13
gspD_locusTag_ECDH10B_3500,23,105,36,62,15,12,9,44,30,19,33,14,2,16,30,17,1,20,82
gspE_locusTag_ECDH10B_3501,10,34,12,16,4,12,5,21,16,8,18,7,3,3,15,8,0,9,21
gspF_locusTag_ECDH10B_3502,4,21,1,7,3,4,4,13,8,4,7,4,1,1,10,9,0,4,15
gspG_locusTag_ECDH10B_3503,0,1,0,0,0,0,1,1,1,1,0,0,0,1,2,1,0,1,7
gspH_locusTag_ECDH10B_3504,0,4,0,1,1,1,0,4,1,1,0,2,0,0,1,2,0,0,0
gspI_locusTag_ECDH10B_3505,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
gspJ_locusTag_ECDH10B_3506,1,6,1,1,0,2,0,2,4,3,0,0,1,0,6,0,1,0,3
gspK_locusTag_ECDH10B_3507,3,15,5,7,1,12,4,13,11,7,6,9,5,10,17,12,3,4,12
gspL_locusTag_ECDH10B_3508,11,24,4,18,13,10,7,19,24,15,7,16,11,11,24,24,1,9,28
gspM_locusTag_ECDH10B_3509,3,4,1,0,1,3,0,10,7,5,3,3,3,2,12,3,2,2,8
gspO_locusTag_ECDH10B_3510,8,29,4,20,15,11,9,41,19,26,25,15,11,11,43,25,60,20,54
gss_locusTag_ECDH10B_3165,390,2281,326,1314,754,1155,404,2896,1320,1442,1091,1065,701,1003,2100,1318,13,616,2310
gst_locusTag_ECDH10B_1769,68,614,93,375,221,356,139,1294,347,452,330,445,239,529,722,657,686,173,789
guaA_locusTag_ECDH10B_2673,6852,17066,5949,10092,9513,6204,4684,16015,14931,7503,12254,5739,6786,6359,21539,7387,500,8904,18611
guaB_locusTag_ECDH10B_2674,4640,10595,3770,6519,6078,4052,3700,10114,10376,4588,8147,4847,5407,4920,16205,5951,32,4971,10907
guaC_locusTag_ECDH10B_0085,229,1919,198,1085,297,1117,176,3005,526,922,397,659,206,646,600,689,0,358,2233
guaD_locusTag_ECDH10B_3058,11,51,9,31,17,27,11,60,27,36,30,24,9,12,36,18,1,11,51
gudD_locusTag_ECDH10B_2955,18,104,28,44,56,100,22,194,56,81,35,46,26,42,79,74,1,35,147
gudP_locusTag_ECDH10B_2957,23,66,23,32,69,106,26,214,46,54,56,54,14,39,62,46,1,39,110
gudX_locusTag_ECDH10B_2956,20,41,17,24,47,61,31,91,30,25,38,34,14,21,39,19,1,14,63
gutM_locusTag_ECDH10B_2874,2,15,3,8,5,8,3,24,15,16,5,8,5,10,18,1,11,3,17
gutQ_locusTag_ECDH10B_2876,38,630,42,349,108,249,61,633,236,393,206,340,141,365,412,505,721,138,685
gyrA_locusTag_ECDH10B_2390,5188,20161,4486,10357,8883,8943,4615,20715,12609,8359,9637,6306,4602,6076,13378,6105,1,4630,15160
hcaB_locusTag_ECDH10B_2708,4,33,7,27,14,24,9,38,25,18,17,7,15,7,39,15,0,13,28
hcaC_locusTag_ECDH10B_2707,0,0,3,1,1,0,0,1,0,2,3,0,2,2,0,4,5,1,1
hcaD_locusTag_ECDH10B_2709,17,45,5,30,16,27,17,63,32,35,19,14,21,16,43,20,1,15,54
