gene_name,0x58_rep2_state1,0x58_rep3_state1,0x58_rep2_state2,0x58_rep3_state2,0x58_rep2_state3,0x58_rep3_state3,0x58_rep2_state4,0x58_rep3_state4,0x58_rep2_state5,0x58_rep3_state5,0x58_rep2_state6,0x58_rep3_state6,0x58_rep2_state7,0x58_rep3_state7,0x58_rep2_state8,0x58_rep3_state8,0x58modified_state3,Control_rep1,Control_rep2
ssnA_locusTag_ECDH10B_3054,5,15,1,11,0,6,1,11,7,7,4,1,3,3,2,3,278,7,13
sspA_locusTag_ECDH10B_3406,1738,7044,1431,3290,2938,2734,1312,6806,3408,2781,2608,2410,1066,2061,4208,2732,51,1546,5765
sspB_locusTag_ECDH10B_3405,400,1633,308,994,638,783,272,1729,963,455,699,543,217,475,1087,557,3894,437,1311
ssrA_locusTag_ECDH10B_2787,37606,119010,30105,99531,98495,87512,25221,270891,103242,119859,104434,87753,44004,84918,137601,120789,35,21781,195272
ssrS_locusTag_ECDH10B_3085,155,646,112,291,325,330,129,665,387,242,325,234,130,181,437,293,271,201,702
sstT_locusTag_ECDH10B_3265,1821,5681,1525,3503,3128,3185,1698,7746,3519,3056,3940,2887,1492,2398,4616,2839,0,2199,6348
ssuA_locusTag_ECDH10B_1006,0,4,0,3,1,7,1,2,8,1,2,3,1,3,4,3,1,1,2
ssuB_locusTag_ECDH10B_1003,10,22,10,10,19,8,6,36,13,18,22,17,14,11,28,12,0,15,26
ssuC_locusTag_ECDH10B_1004,0,3,1,4,2,4,1,3,2,2,5,2,2,5,7,3,0,3,2
ssuD_locusTag_ECDH10B_1005,3,15,4,7,4,4,2,10,10,10,10,5,7,12,19,6,0,5,8
ssuE_locusTag_ECDH10B_1007,0,3,2,1,0,2,2,3,9,1,3,1,4,3,4,3,0,0,3
stfQ_locusTag_ECDH10B_1678,0,3,0,4,3,3,2,8,0,4,5,5,1,1,5,6,1,0,5
stfR_locusTag_ECDH10B_1494,7,28,6,16,14,17,2,55,32,24,18,13,14,21,39,29,351,9,30
sthA_locusTag_ECDH10B_4151,1468,4045,1309,2163,2684,1788,1077,4076,2782,1203,1779,846,804,728,2571,911,4,1291,2812
stpA_locusTag_ECDH10B_2836,131,496,50,142,55,84,32,193,148,84,56,56,19,33,69,50,1794,109,201
sucA_locusTag_ECDH10B_0792,5480,24676,8054,16925,17006,14465,8939,36267,16831,9859,15928,9823,7254,8893,20644,9436,1636,10908,35331
sucB_locusTag_ECDH10B_0793,3542,19647,5630,14279,12374,11959,6578,30789,12317,9429,10838,8698,5540,8178,15098,9151,744,8145,28893
sucC_locusTag_ECDH10B_0794,2827,14440,3775,9366,9082,8920,4927,23095,7691,6078,8338,5184,3249,5091,9392,4898,592,5918,19450
sucD_locusTag_ECDH10B_0795,1335,7731,1963,5921,4401,5166,1931,13761,4307,3247,3860,3364,1833,2987,5817,3708,4,3060,12583
sufA_locusTag_ECDH10B_1818,12,44,13,30,97,88,63,228,162,118,196,158,144,208,333,237,35,21,48
sufB_locusTag_ECDH10B_1817,109,310,94,133,817,670,369,1515,1252,751,1528,853,1142,986,2602,1177,21,172,317
sufC_locusTag_ECDH10B_1816,52,125,57,87,437,271,171,584,556,327,653,342,467,349,1194,429,51,74,137
sufD_locusTag_ECDH10B_1815,96,259,110,145,873,536,414,1091,1110,591,1316,532,946,638,2379,666,16,133,290
sufE_locusTag_ECDH10B_1813,19,78,30,28,239,78,86,276,320,99,288,74,151,110,472,124,79,32,66
sufI_locusTag_ECDH10B_3191,596,1820,434,822,671,657,443,1660,1240,783,1072,598,513,548,1516,654,34,604,1320
sufS_locusTag_ECDH10B_1814,98,180,94,100,646,381,293,764,936,338,1030,358,731,460,1936,527,17,113,219
sugE_locusTag_ECDH10B_4343,172,633,67,192,127,147,43,351,142,178,138,98,54,79,174,108,93,202,784
suhB_locusTag_ECDH10B_2700,671,2260,552,1082,825,824,353,2028,1172,711,739,675,384,620,1105,661,11,791,1621
sulA_locusTag_ECDH10B_1028,34,186,34,110,82,120,44,290,144,115,112,91,97,96,202,186,288,84,217
surA_locusTag_ECDH10B_0054,1529,4196,1489,2311,2713,1885,1148,4131,4038,1784,3284,1170,1488,1079,3698,1282,29,1359,3776
surE_locusTag_ECDH10B_2912,152,458,154,237,224,222,99,549,370,221,313,180,183,132,436,207,5,195,510
sxy_locusTag_ECDH10B_1029,18,89,20,61,43,47,12,108,56,50,45,39,25,32,93,46,21,23,114
syd_locusTag_ECDH10B_2962,136,414,74,214,240,164,106,486,282,247,212,140,121,93,292,138,18,106,376
tadA_locusTag_ECDH10B_2727,113,327,115,156,150,152,80,358,336,140,227,109,111,105,286,135,10,132,240
tag_locusTag_ECDH10B_3728,65,270,49,142,74,84,35,280,115,88,107,78,70,70,157,90,27,79,255
talA_locusTag_ECDH10B_2629,72,268,89,191,222,200,153,523,270,93,330,151,130,159,562,164,929,130,408
talB_locusTag_ECDH10B_0008,5262,22251,4237,12730,10042,10894,4632,27406,17392,13299,15372,11971,8746,10151,23773,12101,9,6929,24384
tam_locusTag_ECDH10B_1650,13,81,22,43,45,43,11,111,33,24,33,16,21,17,46,18,0,34,92
tap_locusTag_ECDH10B_2026,3,10,2,10,5,7,5,21,11,2,7,5,8,9,12,6,1,5,13
tar_locusTag_ECDH10B_2027,1,13,0,5,4,2,2,11,7,3,5,4,0,8,9,1,149,1,16
tas_locusTag_ECDH10B_3004,525,3028,517,1680,1387,1534,724,3706,1977,1138,1705,1296,769,1084,2454,1333,19,592,3212
tatA_locusTag_ECDH10B_4027,149,324,69,233,259,214,88,519,276,203,167,163,99,151,296,162,45,123,490
tatB_locusTag_ECDH10B_4028,207,763,224,395,212,396,192,842,602,467,372,225,208,276,537,316,57,297,697
tatC_locusTag_ECDH10B_4029,650,1805,558,816,647,612,445,1288,1160,621,1077,514,355,365,1506,543,26,537,1175
tatD_locusTag_ECDH10B_4030,137,428,129,250,229,178,112,425,373,184,289,125,167,120,407,166,0,150,385
tatE_locusTag_ECDH10B_0588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tatE_locusTag_ECDH10B_0696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tauA_locusTag_ECDH10B_0321,2,6,0,4,0,2,2,8,4,4,5,6,1,6,13,7,0,5,4
tauB_locusTag_ECDH10B_0322,0,6,1,0,4,1,0,7,2,1,3,5,2,1,6,7,1,0,5
tauC_locusTag_ECDH10B_0323,0,5,1,1,1,3,4,8,7,6,2,1,2,1,4,4,1,1,6
tauD_locusTag_ECDH10B_0324,5,22,7,13,9,7,5,34,30,12,18,12,11,8,23,25,4,4,37
tdcA_locusTag_ECDH10B_3292,21,850,39,489,49,287,34,1084,82,367,58,291,41,232,141,457,2,192,2086
tdcB_locusTag_ECDH10B_3291,19,814,8,605,22,188,21,525,69,304,79,408,43,407,129,441,3,143,1599
tdcC_locusTag_ECDH10B_3290,25,1469,44,1065,27,315,28,710,67,377,64,366,36,326,62,310,0,66,1953
tdcD_locusTag_ECDH10B_3289,11,715,13,559,10,107,7,290,26,100,15,64,1,60,19,85,2,12,465
tdcE_locusTag_ECDH10B_3288,25,620,23,428,36,112,10,269,67,101,46,91,21,68,69,69,0,39,498
tdcF_locusTag_ECDH10B_3287,2,16,5,10,5,15,5,16,11,6,1,6,3,4,9,8,1,4,31
tdcG_locusTag_ECDH10B_3286,24,132,16,74,19,45,8,100,31,19,29,20,17,23,30,26,0,21,172
tdcR_locusTag_ECDH10B_3293,0,1,0,2,1,0,0,1,1,0,1,0,0,0,1,0,66,0,1
tdh_locusTag_ECDH10B_3798,691,3975,565,2256,1183,1832,605,4444,1899,2519,1706,2236,936,2126,2297,2050,4,957,4394
tdk_locusTag_ECDH10B_1298,79,227,86,144,108,104,51,237,122,82,161,84,59,65,146,78,4,71,132
tehA_locusTag_ECDH10B_1556,32,74,22,38,52,51,18,126,84,62,103,56,46,73,148,75,21,41,106
tehB_locusTag_ECDH10B_1557,92,308,48,147,187,157,67,365,312,149,335,163,138,164,437,147,12,64,299
tesA_locusTag_ECDH10B_0451,72,268,59,171,126,154,70,394,185,146,182,112,69,122,276,164,37,75,275
tesB_locusTag_ECDH10B_0408,208,789,198,483,342,459,194,1073,647,638,571,469,290,476,820,543,0,164,823
tfaD_locusTag_ECDH10B_0519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tfaD_locusTag_ECDH10B_0627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tfaQ_locusTag_ECDH10B_1677,0,0,1,0,0,0,0,1,4,0,0,1,1,0,0,1,0,0,0
tfaR_locusTag_ECDH10B_1495,0,3,0,2,2,2,0,0,1,1,0,1,2,5,2,3,2,1,3
tfaS_locusTag_ECDH10B_2516,16,62,18,42,25,24,11,61,24,12,20,10,8,15,44,23,0,21,86
tfaX_locusTag_ECDH10B_0521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tfaX_locusTag_ECDH10B_0629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
tff_locusTag_ECDH10B_0148,7,28,13,25,9,11,5,34,12,16,19,6,10,4,17,14,190,14,23
tgt_locusTag_ECDH10B_0362,2064,5456,1834,2687,3135,1994,1290,4422,4113,2243,3154,1566,1152,1195,3359,1271,30,2329,5128
thiC_locusTag_ECDH10B_4183,64,362,66,180,163,160,71,367,374,317,305,176,194,279,509,279,1,94,325
thiD_locusTag_ECDH10B_2256,8,28,5,19,17,14,5,27,43,26,40,26,23,26,68,22,2,12,26
thiE_locusTag_ECDH10B_4182,3,17,5,11,7,12,5,25,28,24,25,15,21,18,45,16,1,6,27
thiF_locusTag_ECDH10B_4181,6,19,3,8,9,6,6,13,32,19,22,15,16,7,36,16,4,8,13
thiG_locusTag_ECDH10B_4179,8,38,12,15,16,12,11,40,37,26,31,12,38,29,62,39,4,7,32
thiH_locusTag_ECDH10B_4178,26,72,10,35,54,34,15,76,101,47,66,39,72,40,157,51,137,14,67
thiI_locusTag_ECDH10B_0379,905,2148,822,1136,1617,992,828,2138,2449,1210,1857,754,980,824,2492,835,8,701,1416
thiK_locusTag_ECDH10B_1178,51,172,53,85,96,81,41,175,164,57,103,53,93,44,168,49,10,75,153
thiL_locusTag_ECDH10B_0373,111,513,97,257,212,247,111,637,295,279,204,192,119,173,313,231,8,119,426
thiM_locusTag_ECDH10B_2257,17,85,12,26,46,41,21,88,84,59,80,45,51,34,127,48,0,22,80
thiS_locusTag_ECDH10B_4180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,1,0
thrA_locusTag_ECDH10B_0002,1469,8130,1433,4541,3196,6351,1682,16677,4619,5906,3872,4840,1794,4598,5961,5807,78,2634,10384
thrB_locusTag_ECDH10B_0003,467,2112,427,1226,969,1766,605,4386,1110,1555,1088,1325,376,970,805,993,81,525,2236
thrC_locusTag_ECDH10B_0004,844,3130,645,1874,1313,2604,734,5462,1400,1770,928,1306,417,906,1148,1119,71,589,3143
thrL_locusTag_ECDH10B_0001,156,389,113,284,101,225,98,399,293,260,280,232,116,264,411,319,1217,161,397
thrS_locusTag_ECDH10B_1855,7620,28077,6818,16180,13371,12669,5856,35404,21498,12991,16382,9649,8101,10445,23192,13298,6,8757,29111
thrT_locusTag_ECDH10B_4167,57,113,36,48,67,38,17,43,133,35,47,25,43,18,104,22,2,23,121
thrU_locusTag_ECDH10B_4164,2,9,1,2,3,7,2,9,3,6,5,3,1,0,7,1,0,2,12
thrV_locusTag_ECDH10B_3448,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
thrW_locusTag_ECDH10B_0226,18,78,13,26,15,19,7,42,20,40,18,13,4,12,30,17,79,9,60
thyA_locusTag_ECDH10B_2997,455,1686,464,825,648,643,455,1612,1044,708,1085,456,379,446,1395,482,134,523,1087
tiaE_locusTag_ECDH10B_3732,494,2874,441,1598,999,1301,594,3456,1182,963,1250,612,475,739,1556,1094,1227,575,2657
tig_locusTag_ECDH10B_0392,8891,32292,7054,17668,16670,14058,7543,37187,21346,13969,15191,10949,6024,9182,20014,10440,21,8891,24862
tilS_locusTag_ECDH10B_0168,183,606,125,309,332,263,234,577,516,289,416,219,177,232,652,263,1760,213,423
tktA_locusTag_ECDH10B_3110,9459,49066,5597,18236,22095,25304,7414,40533,57803,45962,44725,39356,21269,41529,67190,49672,44,6004,24933
tktB_locusTag_ECDH10B_2630,141,442,192,328,544,420,258,1013,491,194,619,256,357,258,938,334,155,276,637
tldD_locusTag_ECDH10B_3421,1154,3188,1147,1690,1705,1349,889,3252,2408,1440,2101,1242,1120,1093,2847,1265,6,905,2884
tmk_locusTag_ECDH10B_1170,63,157,40,88,78,75,50,152,153,89,113,53,66,52,175,56,0,49,111
tnaA_locusTag_ECDH10B_3895,33,843,30,523,60,510,28,1042,178,772,202,880,98,1135,255,1304,1,79,991
tnaB_locusTag_ECDH10B_3896,3,74,4,34,13,18,6,66,18,51,18,33,6,65,24,68,2,8,54
tnaC_locusTag_ECDH10B_3894,1,40,3,33,5,40,4,120,9,76,15,42,12,66,33,104,3,9,75
tnpA_locusTag_ECDH10B_1364,27,203,40,112,56,68,37,207,96,99,71,74,53,70,140,88,1,76,369
tnpR_locusTag_ECDH10B_1363,6,33,6,23,5,25,7,42,8,15,13,11,10,6,23,23,14,7,38
tnpX_locusTag_ECDH10B_1362,105,386,101,300,181,155,65,359,363,121,251,93,127,81,374,97,153,111,302
tolA_locusTag_ECDH10B_0806,844,1761,760,1101,1728,1247,786,2832,3316,1314,1980,887,999,832,3009,975,241,751,1152
tolB_locusTag_ECDH10B_0807,2256,6184,1998,3437,2871,3176,1588,7514,6036,3947,4683,3007,2437,2330,6105,3143,354,2103,6140
tolC_locusTag_ECDH10B_3209,1665,9916,1512,5229,3490,4750,1730,11877,6235,4524,4356,3997,1977,3224,6662,4142,41,1934,9100
tolQ_locusTag_ECDH10B_0804,314,553,244,304,427,287,229,564,1031,347,732,299,360,321,936,291,18,194,317
tolR_locusTag_ECDH10B_0805,131,311,112,119,196,165,109,333,380,263,311,160,176,173,398,145,38,87,180
tonB_locusTag_ECDH10B_1367,193,370,152,214,547,536,364,1123,808,434,749,536,456,559,1176,625,360,301,340
topA_locusTag_ECDH10B_1389,2180,7160,1972,3863,3358,3105,1693,6520,4680,2487,3551,2109,1698,1979,4395,2247,78,1869,4778
topB_locusTag_ECDH10B_1901,596,2232,570,1139,648,642,366,1553,875,526,597,424,255,375,813,417,2,544,1792
torA_locusTag_ECDH10B_1069,8,29,4,20,27,31,11,72,33,26,26,15,37,31,87,33,0,13,41
torC_locusTag_ECDH10B_1068,0,12,1,5,9,22,5,36,4,3,0,3,10,23,31,37,2,2,4
torD_locusTag_ECDH10B_1070,6,14,4,11,6,14,12,29,18,17,11,9,9,15,30,21,28,6,25
torI_locusTag_ECDH10B_2528,69,180,58,79,80,104,62,235,167,126,142,107,55,144,271,127,3,66,284
torR_locusTag_ECDH10B_1067,23,96,16,56,39,48,16,156,55,80,53,52,31,48,93,86,8,39,164
torS_locusTag_ECDH10B_1065,23,71,20,33,25,18,12,72,46,23,44,21,14,14,52,27,1,25,59
torT_locusTag_ECDH10B_1066,9,55,7,19,23,31,9,58,38,32,29,26,27,17,62,50,1,11,75
torY_locusTag_ECDH10B_2014,1,9,4,4,7,1,4,8,10,4,9,4,9,3,16,3,7,2,9
torZ_locusTag_ECDH10B_2013,21,53,9,41,45,30,27,98,68,26,62,36,30,45,83,39,364,20,75
tpiA_locusTag_ECDH10B_4108,2711,20493,2263,11065,4973,6231,2201,15192,5723,3710,4516,3966,2054,3280,5699,3677,101,4672,24390
tppB_locusTag_ECDH10B_1768,865,2576,739,1512,1342,1172,724,2539,1014,562,929,505,366,373,956,331,0,1227,2600
tpr_locusTag_ECDH10B_1289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0
tpx_locusTag_ECDH10B_1443,2146,7438,2145,3899,997,920,693,2488,1110,775,1151,521,333,527,1083,590,3,1982,7594
tqsA_locusTag_ECDH10B_1734,21,99,17,58,17,32,6,83,36,55,41,52,28,28,54,45,14,32,261
treA_locusTag_ECDH10B_1250,65,188,50,112,140,127,62,257,154,93,97,56,62,79,124,65,15,56,144
treB_locusTag_ECDH10B_4435,47,414,28,227,157,379,83,836,278,606,194,463,137,597,427,606,6,82,317
treC_locusTag_ECDH10B_4434,27,194,27,96,93,161,38,312,160,243,122,181,69,182,180,211,7,40,141
treF_locusTag_ECDH10B_3696,51,226,43,123,83,107,57,344,139,113,121,83,71,76,146,118,5,72,239
treR_locusTag_ECDH10B_4436,38,314,56,171,52,82,43,289,77,95,75,106,25,104,82,111,2,76,383
trg_locusTag_ECDH10B_1549,23,37,8,15,20,24,10,59,26,28,33,9,23,21,42,27,31,18,61
trkD_locusTag_ECDH10B_3935,312,1061,276,497,335,382,201,719,462,291,414,223,154,173,442,196,15,252,641
trkG_locusTag_ECDH10B_1486,41,122,40,82,115,84,40,205,159,87,199,79,67,82,239,89,61,35,89
trkH_locusTag_ECDH10B_4038,347,1150,342,552,688,402,261,1028,1057,459,857,350,378,358,1123,332,63,291,899
trmA_locusTag_ECDH10B_4154,381,1422,350,784,668,636,317,1387,1146,633,708,393,291,391,931,479,27,398,954
trmB_locusTag_ECDH10B_3135,288,884,279,440,486,324,253,789,683,351,489,262,185,215,537,222,432,264,536
trmD_locusTag_ECDH10B_2774,5146,10953,3971,5788,7229,5341,3149,12899,9768,6071,6738,4432,3361,3642,9179,5279,64,6049,8020
trmE_locusTag_ECDH10B_3893,499,1795,416,903,631,553,293,1421,1010,534,678,354,264,276,832,368,29,607,1300
trpA_locusTag_ECDH10B_1375,83,300,95,172,250,366,110,464,377,176,335,136,139,143,464,154,39,98,344
trpB_locusTag_ECDH10B_1376,152,497,141,341,451,319,211,729,598,283,498,242,258,211,721,268,24,174,490
trpC_locusTag_ECDH10B_1377,124,377,107,199,287,193,144,477,302,136,297,137,145,140,393,127,10,84,285
trpD_locusTag_ECDH10B_1378,25,62,19,53,42,32,15,79,71,21,43,25,20,27,89,44,10,23,53
trpE_locusTag_ECDH10B_1379,20,84,20,56,55,43,23,105,89,45,96,45,31,39,92,63,23,22,66
trpH_locusTag_ECDH10B_1381,104,296,112,127,173,116,89,297,294,134,202,102,94,102,278,99,20,97,175
trpR_locusTag_ECDH10B_4551,112,472,86,233,149,234,86,661,205,277,179,214,119,185,261,243,75,114,412
trpS_locusTag_ECDH10B_3559,819,3931,700,2072,1433,1559,639,3385,1495,1232,1250,1098,638,949,1756,1074,1,937,3419
trpT_locusTag_ECDH10B_3950,11,33,3,12,3,7,2,14,9,11,5,1,2,6,5,4,18,3,8
truA_locusTag_ECDH10B_2480,152,457,140,250,245,232,117,543,400,237,339,219,163,155,458,231,168,188,471
truB_locusTag_ECDH10B_3340,971,2246,840,1126,1488,850,734,1929,2251,962,1511,612,550,501,1934,734,9,1095,1966
truC_locusTag_ECDH10B_2959,84,241,56,95,123,82,57,233,236,95,159,71,67,55,181,66,40,73,153
truD_locusTag_ECDH10B_2913,420,1176,232,605,471,412,249,1090,781,510,503,292,286,233,873,332,151,423,955
trxA_locusTag_ECDH10B_3970,1273,4840,1011,2894,1717,1980,1023,5291,2126,2174,1900,1485,776,1386,2576,1486,109,1278,4955
trxB_locusTag_ECDH10B_0958,1001,3421,761,1869,1067,1369,781,3143,1751,1137,1394,1204,609,814,1786,863,7,983,2503
trxC_locusTag_ECDH10B_2750,85,436,88,242,89,77,34,225,111,121,84,69,62,79,144,122,1079,80,440
tsf_locusTag_ECDH10B_0150,8267,26075,6861,14046,11799,11138,6322,30905,18791,11773,14043,10270,4869,9160,19115,11157,11,9550,23591
tsgA_locusTag_ECDH10B_3540,107,354,113,208,109,117,51,235,117,71,85,46,34,21,104,45,74,96,220
tsx_locusTag_ECDH10B_0367,824,5793,624,3062,1025,1714,462,3595,1235,1885,931,1423,353,978,1320,1347,77,1525,7196
ttcA_locusTag_ECDH10B_1465,544,1074,463,541,944,499,429,1120,1271,638,1022,395,461,449,1455,455,0,471,798
ttdA_locusTag_ECDH10B_3236,8,16,1,3,5,4,3,8,1,1,4,6,1,1,5,1,0,4,6
ttdB_locusTag_ECDH10B_3237,3,1,0,2,3,0,0,3,5,1,2,3,3,4,4,4,3380,5,4
tufA_locusTag_ECDH10B_3514,21600,90039,19799,44131,38835,32770,21064,89250,61415,34884,51400,34523,21092,31351,74488,38289,1247,24502,91026
tufB_locusTag_ECDH10B_4168,9074,46581,8600,23737,14361,17914,7501,47229,23780,16151,17103,16769,8759,15133,27613,17524,10,11416,41108
tus_locusTag_ECDH10B_1743,41,210,40,121,69,110,40,261,191,111,133,99,59,125,249,117,5,53,206
tynA_locusTag_ECDH10B_1511,9,45,10,20,45,29,22,108,51,37,44,38,22,41,56,34,23,8,43
tyrA_locusTag_ECDH10B_2767,224,694,192,320,297,254,165,711,442,288,319,199,145,200,426,192,48,240,465
tyrB_locusTag_ECDH10B_4243,388,1930,363,1102,835,879,396,2225,1141,825,1146,715,603,636,1639,824,3,509,1806
tyrP_locusTag_ECDH10B_2048,62,148,53,72,67,60,35,171,101,81,79,47,40,51,114,57,51,62,104
tyrR_locusTag_ECDH10B_1442,233,1627,277,853,519,690,273,2056,816,768,587,609,314,581,814,703,111,508,1788
tyrS_locusTag_ECDH10B_1771,1167,4884,1071,2749,1938,2002,975,5032,3526,2464,2817,2009,1330,1729,4024,2313,6,1625,4755
tyrT_locusTag_ECDH10B_1291,26,73,25,27,46,41,15,94,83,67,50,43,27,33,99,32,4,23,89
tyrU_locusTag_ECDH10B_4165,21,67,12,28,23,23,7,64,30,24,28,16,10,12,41,15,4,7,38
tyrV_locusTag_ECDH10B_1290,12,52,9,20,20,15,4,41,53,27,36,20,14,10,41,25,44,11,42
ubiA_locusTag_ECDH10B_4229,255,645,165,361,420,394,170,902,567,442,484,304,197,263,735,397,81,233,665
ubiB_locusTag_ECDH10B_4026,659,1826,603,830,962,655,497,1749,1393,789,1154,567,599,547,1553,512,22,557,1089
ubiC_locusTag_ECDH10B_4228,105,538,129,281,286,308,122,766,324,349,252,231,108,262,391,279,185,155,536
ubiD_locusTag_ECDH10B_4032,819,2366,907,2020,1843,1896,1053,4861,2440,1829,2350,1835,1099,1749,4190,2197,73,1969,4589
ubiE_locusTag_ECDH10B_4024,672,2469,574,1277,1323,1194,553,2837,1636,1211,1293,923,654,793,1918,942,19,768,2301
ubiF_locusTag_ECDH10B_0731,208,1011,200,559,344,593,188,1418,534,528,406,491,313,449,790,607,40,396,1297
ubiG_locusTag_ECDH10B_2391,348,1081,255,614,513,592,280,1365,792,575,672,382,351,422,1060,385,51,417,756
ubiH_locusTag_ECDH10B_3081,350,1414,316,555,595,491,338,1451,940,573,692,523,328,483,1011,508,5,486,1300
ubiX_locusTag_ECDH10B_2473,44,136,51,103,45,69,43,179,194,135,135,78,52,101,167,93,123,58,139
ucpA_locusTag_ECDH10B_2591,624,4294,477,2431,1074,1925,544,5284,1571,2384,1263,1808,775,1936,2222,2865,41,1544,6312
udk_locusTag_ECDH10B_2216,274,684,263,351,303,258,189,491,569,226,340,174,167,144,488,153,116,202,302
udp_locusTag_ECDH10B_4022,608,6806,501,3678,1406,2878,728,7461,1790,2650,1633,2750,796,2284,2883,3001,35,1678,9527
ugd_locusTag_ECDH10B_2176,154,344,97,190,391,299,183,624,359,196,567,246,185,203,983,352,4,90,264
ugpA_locusTag_ECDH10B_3626,4,24,9,7,10,4,4,22,12,7,9,4,4,2,18,7,13,9,5
ugpB_locusTag_ECDH10B_3627,51,183,52,97,139,125,70,304,102,73,136,65,76,67,160,55,7,60,149
ugpC_locusTag_ECDH10B_3624,46,104,43,42,90,52,47,134,95,43,102,37,37,34,80,42,1,80,132
ugpE_locusTag_ECDH10B_3625,3,27,15,8,16,6,8,21,16,8,15,6,8,3,16,14,10,7,20
ugpQ_locusTag_ECDH10B_3623,87,289,50,115,117,141,59,352,106,132,125,122,96,80,203,119,16,109,332
uhpA_locusTag_ECDH10B_3852,108,228,70,109,152,155,100,285,253,133,183,99,98,84,210,79,27,95,197
uhpB_locusTag_ECDH10B_3851,170,496,148,236,294,218,152,443,414,190,296,100,132,116,377,128,8,161,315
uhpC_locusTag_ECDH10B_3850,57,153,55,81,81,60,53,115,102,52,103,45,42,42,123,52,2,66,137
uhpT_locusTag_ECDH10B_3849,19,44,18,32,33,19,7,49,61,47,50,28,22,26,50,32,30,17,37
uidA_locusTag_ECDH10B_1750,59,273,51,150,354,518,87,905,212,359,198,382,203,693,432,665,15,96,304
uidB_locusTag_ECDH10B_1749,18,61,14,41,76,97,32,140,34,59,40,56,36,130,48,99,5,19,57
uidC_locusTag_ECDH10B_1748,5,10,6,10,36,22,3,35,7,19,12,9,2,19,14,24,68,2,16
uidR_locusTag_ECDH10B_1751,122,639,184,316,214,283,86,751,385,284,315,232,146,192,615,349,0,199,591
ulaA_locusTag_ECDH10B_4388,9,49,9,21,12,19,11,38,13,14,17,13,6,16,21,15,0,6,36
ulaB_locusTag_ECDH10B_4389,0,3,0,1,0,0,2,4,0,1,2,2,1,0,0,0,0,0,1
ulaC_locusTag_ECDH10B_4390,2,10,1,8,2,4,0,8,4,2,6,0,4,2,4,4,1,3,9
ulaD_locusTag_ECDH10B_4391,12,41,11,17,14,17,5,49,23,20,21,13,19,21,32,17,5,11,64
ulaE_locusTag_ECDH10B_4392,17,37,11,16,15,20,5,36,33,12,16,14,16,14,29,11,3,14,33
ulaG_locusTag_ECDH10B_4387,13,87,5,42,32,32,10,87,56,48,46,37,20,42,79,66,13,20,75
ulaR_locusTag_ECDH10B_4386,66,465,66,212,137,233,85,568,221,223,178,195,84,190,310,249,0,101,412
umuC_locusTag_ECDH10B_1237,6,23,0,4,8,10,6,35,23,10,20,11,13,15,38,19,0,6,29
umuD_locusTag_ECDH10B_1236,0,11,3,2,4,2,1,2,4,11,3,2,2,2,13,1,27,2,6
ung_locusTag_ECDH10B_2748,140,539,145,283,268,279,112,826,346,254,333,224,170,251,472,323,28,171,581
upp_locusTag_ECDH10B_2664,381,2448,322,1254,630,1044,414,2888,1195,1198,924,1134,419,1189,1416,1293,13,512,1891
uraA_locusTag_ECDH10B_2663,110,685,103,401,150,265,88,604,253,235,181,161,81,128,232,150,50,140,317
usg_locusTag_ECDH10B_2481,389,1228,347,627,694,610,332,1536,1149,773,880,599,457,529,1247,578,26,386,1144
ushA_locusTag_ECDH10B_0436,172,1039,156,624,352,559,163,1420,499,467,392,433,217,393,687,534,209,345,1326
uspA_locusTag_ECDH10B_3671,957,8211,764,5634,1950,4137,1150,11614,2828,4519,2868,4680,1444,3640,3764,4646,2,1790,13781
uspB_locusTag_ECDH10B_3670,21,175,28,126,66,122,31,363,87,64,87,115,43,102,158,154,67,60,354
uspE_locusTag_ECDH10B_1453,268,2773,241,1720,600,1291,336,3974,731,1303,857,1494,549,1228,1413,1752,6,639,4975
uspF_locusTag_ECDH10B_1499,86,653,35,405,88,308,46,930,102,257,72,196,31,228,160,334,0,64,1244
uspG_locusTag_ECDH10B_0568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uspG_locusTag_ECDH10B_0676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0
uup_locusTag_ECDH10B_1019,604,1339,516,651,958,476,449,1207,1197,543,943,407,465,345,1323,445,78,754,1071
uvrB_locusTag_ECDH10B_0847,517,1739,488,954,967,797,524,2351,1408,974,1166,906,712,826,1758,1148,54,745,2133
uvrC_locusTag_ECDH10B_2054,451,1191,394,576,534,421,303,1012,872,342,652,294,284,227,876,303,92,377,763
